condition,eta,delta,metadata_path,case,episode,rollout_path,cutting_error_volume,episode_cumulative_normalized_cutting_error_rate,part_remaining_rate,part_occupancy_rate,num_steps,step_cutting_error_volumes,step_part_remaining_rates,step_part_occupancy_rates,execution_error_enabled,execution_error_mode,execution_error_seed,cases_name,num_episodes_config,task_step_config,epoch,infer_model,control_mode,num_steps_with_shift,mean_abs_sampled_shift,mean_abs_applied_shift,max_abs_sampled_shift,max_abs_applied_shift
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_5/episode_5/rollout_data.pickle,0.0,0.0,100.0,44.99999943750001,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[44.99999943750001, 44.99999943750001, 44.99999943750001, 44.99999943750001, 44.99999943750001, 44.99999943750001, 44.99999943750001, 44.99999943750001]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_6/episode_0/rollout_data.pickle,0.0,0.0,100.0,39.99999966666667,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.7045454539401472, 3.03030302838996, 5.555555549125515, 12.499999967447916, 15.384615335305721, 24.999999869791665, 33.333333101851856, 39.99999966666667]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_6/episode_1/rollout_data.pickle,0.0,0.0,100.0,59.999999250000016,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[39.99999966666667, 49.999999479166675, 49.999999479166675, 49.999999479166675, 49.999999479166675, 59.999999250000016, 59.999999250000016, 59.999999250000016]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_6/episode_2/rollout_data.pickle,0.0,0.0,100.0,59.999999250000016,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_6/episode_3/rollout_data.pickle,0.0,0.0,100.0,59.999999250000016,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_6/episode_4/rollout_data.pickle,0.0,0.0,100.0,59.999999250000016,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_6/episode_5/rollout_data.pickle,0.0,0.0,100.0,59.999999250000016,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016, 59.999999250000016]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_0/rollout_data.pickle,18.0,75.0,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 25.0, 25.0]","[0.8522727269700736, 1.9480519464707369, 3.896103889779052, 8.571428540816326, 22.857142639455784, 39.99999933333335, 49.999995833333685, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_1/rollout_data.pickle,0.0,0.0,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_2/rollout_data.pickle,0.0,0.0,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_3/rollout_data.pickle,0.0,0.0,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_4/rollout_data.pickle,0.0,0.0,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_5/rollout_data.pickle,0.0,0.0,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_0/rollout_data.pickle,12.0,33.33333333333333,66.66666666666666,6.818181798811985,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666]","[1.2784090904551104, 2.2727272705750687, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_1/rollout_data.pickle,0.0,0.0,66.66666666666666,6.818181798811985,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666]","[6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_2/rollout_data.pickle,0.0,0.0,66.66666666666666,6.818181798811985,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666]","[6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_3/rollout_data.pickle,12.0,33.33333333333333,33.33333333333333,6.818181779442149,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0]","[66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 33.33333333333333]","[6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181779442149]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_4/rollout_data.pickle,0.0,0.0,33.33333333333333,6.818181779442149,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333]","[6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_5/rollout_data.pickle,0.0,0.0,33.33333333333333,6.818181779442149,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333]","[6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_0/rollout_data.pickle,12.0,25.0,75.0,5.113636356372676,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0]","[1.7045454539401472, 2.9220779197061053, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_1/rollout_data.pickle,0.0,0.0,75.0,5.113636356372676,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0]","[5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_2/rollout_data.pickle,36.0,75.0,0.0,0.0,8,"[0.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.113636356372676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_3/rollout_data.pickle,0.0,0.0,0.0,0.0,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_4/rollout_data.pickle,0.0,0.0,0.0,0.0,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_5/rollout_data.pickle,0.0,0.0,0.0,0.0,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_0/rollout_data.pickle,26.0,108.33333333333333,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 6.0, 12.0, 8.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 75.0, 37.5, 25.0, 25.0, 25.0]","[0.937499999633789, 1.874999998535156, 3.333333328703704, 8.333333294753087, 18.74999960937501, 24.999998958333375, 33.33333148148158, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.75,0.75,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_1/rollout_data.pickle,12.0,50.0,0.0,0.0,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[49.999995833333685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_2/rollout_data.pickle,0.0,0.0,0.0,0.0,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,3,0.625,0.375,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_3/rollout_data.pickle,0.0,0.0,0.0,0.0,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.75,0.5,1.0,1.0
